year,Home Team,Away Team,Home Team Goals,Away Team Goals
2016,REAL BETIS,ESPANYOL,0,1
2016,LAS PALMAS,CELTA,3,3
2016,DEPORTIVO,VALENCIA,1,1
2016,MALAGA,GIJON,3,2
2016,GRANADA,DEPORTIVO,1,1
2016,REAL SOCIEDAD,ATLETICO MADRID,2,0
2016,OSASUNA,ALAVES,0,1
2016,LAS PALMAS,EIBAR,1,0
2016,REAL MADRID,LEGANES,3,0
2016,ESPANYOL,ATHLETIC,0,0
2016,CELTA,VALENCIA,2,1
2016,VILLARREAL,REAL BETIS,2,0
2016,SEVILLA FC,BARCELONA,1,2
2016,REAL BETIS,LAS PALMAS,2,0
2016,DEPORTIVO,SEVILLA FC,2,3
2016,BARCELONA,MALAGA,0,0
2016,EIBAR,CELTA,1,0
2016,ATLETICO MADRID,REAL MADRID,0,3
2016,ALAVES,ESPANYOL,0,1
2016,VALENCIA,GRANADA,1,1
2016,GIJON,REAL SOCIEDAD,1,3
2016,ATHLETIC,VILLARREAL,1,0
2016,LEGANES,OSASUNA,2,0
2016,EIBAR,REAL BETIS,3,1
2016,MALAGA,DEPORTIVO,4,3
2016,REAL MADRID,GIJON,2,1
2016,ESPANYOL,LEGANES,3,0
2016,SEVILLA FC,VALENCIA,2,1
2016,VILLARREAL,ALAVES,0,2
2016,OSASUNA,ATLETICO MADRID,0,3
2016,CELTA,GRANADA,3,1
2016,REAL SOCIEDAD,BARCELONA,1,1
2016,LAS PALMAS,ATHLETIC,3,1
2016,GRANADA,SEVILLA FC,2,1
2016,BARCELONA,REAL MADRID,1,1
2016,LEGANES,VILLARREAL,0,0
2016,ATLETICO MADRID,ESPANYOL,0,0
2016,REAL BETIS,CELTA,3,3
2016,ATHLETIC,EIBAR,3,1
2016,GIJON,OSASUNA,3,1
2016,ALAVES,LAS PALMAS,1,1
2016,VALENCIA,MALAGA,2,2
2016,DEPORTIVO,REAL SOCIEDAD,5,1
2016,MALAGA,GRANADA,1,1
2016,OSASUNA,BARCELONA,0,3
2016,REAL SOCIEDAD,VALENCIA,3,2
2016,LAS PALMAS,LEGANES,1,1
2016,REAL MADRID,DEPORTIVO,3,2
2016,EIBAR,ALAVES,0,0
2016,CELTA,SEVILLA FC,0,3
2016,ESPANYOL,GIJON,2,1
2016,REAL BETIS,ATHLETIC,1,0
2016,VILLARREAL,ATLETICO MADRID,3,0
2016,ALAVES,REAL BETIS,1,0
2016,GIJON,VILLARREAL,1,3
2016,ATLETICO MADRID,LAS PALMAS,1,0
2016,GRANADA,REAL SOCIEDAD,0,2
2016,SEVILLA FC,MALAGA,4,1
2016,LEGANES,EIBAR,1,1
2016,DEPORTIVO,OSASUNA,2,0
2016,BARCELONA,ESPANYOL,4,1
2016,ATHLETIC,CELTA,2,1
2016,VALENCIA,REAL MADRID,2,1
2016,ESPANYOL,DEPORTIVO,1,1
2016,REAL MADRID,GRANADA,5,0
2016,EIBAR,ATLETICO MADRID,0,2
2016,LAS PALMAS,GIJON,1,0
2016,REAL SOCIEDAD,SEVILLA FC,0,4
2016,ATHLETIC,ALAVES,0,0
2016,REAL BETIS,LEGANES,2,0
2016,CELTA,MALAGA,3,1
2016,VILLARREAL,BARCELONA,1,1
2016,OSASUNA,VALENCIA,3,3
2016,LEGANES,ATHLETIC,0,0
2016,BARCELONA,LAS PALMAS,5,0
2016,ATLETICO MADRID,REAL BETIS,1,0
2016,DEPORTIVO,VILLARREAL,0,0
2016,VALENCIA,ESPANYOL,2,1
2016,CELTA,ALAVES,1,0
2016,GIJON,EIBAR,2,3
2016,GRANADA,OSASUNA,1,1
2016,SEVILLA FC,REAL MADRID,2,1
2016,MALAGA,REAL SOCIEDAD,0,2
2016,LAS PALMAS,DEPORTIVO,1,1
2016,ESPANYOL,GRANADA,3,1
2016,REAL MADRID,MALAGA,2,1
2016,ALAVES,LEGANES,2,2
2016,VILLARREAL,VALENCIA,0,2
2016,OSASUNA,SEVILLA FC,3,4
2016,ATHLETIC,ATLETICO MADRID,2,2
2016,REAL SOCIEDAD,CELTA,1,0
2016,REAL BETIS,GIJON,0,0
2016,EIBAR,BARCELONA,0,4
2016,OSASUNA,MALAGA,1,1
2016,VILLARREAL,GRANADA,2,0
2016,ALAVES,ATLETICO MADRID,0,0
2016,EIBAR,DEPORTIVO,3,1
2016,LEGANES,CELTA,0,2
2016,REAL BETIS,BARCELONA,1,1
2016,ESPANYOL,SEVILLA FC,3,1
2016,ATHLETIC,GIJON,2,1
2016,REAL MADRID,REAL SOCIEDAD,3,0
2016,LAS PALMAS,VALENCIA,3,1
2016,MALAGA,ESPANYOL,0,1
2016,BARCELONA,ATHLETIC,3,0
2016,ATLETICO MADRID,LEGANES,2,0
2016,VALENCIA,EIBAR,0,4
2016,SEVILLA FC,VILLARREAL,0,0
2016,GIJON,ALAVES,2,4
2016,REAL SOCIEDAD,OSASUNA,3,2
2016,GRANADA,LAS PALMAS,1,0
2016,DEPORTIVO,REAL BETIS,1,1
2016,CELTA,REAL MADRID,1,4
2016,ESPANYOL,REAL SOCIEDAD,1,2
2016,REAL BETIS,VALENCIA,0,0
2016,ALAVES,BARCELONA,0,6
2016,ATHLETIC,DEPORTIVO,2,1
2016,OSASUNA,REAL MADRID,1,3
2016,VILLARREAL,MALAGA,1,1
2016,LEGANES,GIJON,0,2
2016,LAS PALMAS,SEVILLA FC,0,1
2016,ATLETICO MADRID,CELTA,3,2
2016,EIBAR,GRANADA,4,0
2016,GRANADA,REAL BETIS,4,1
2016,GIJON,ATLETICO MADRID,1,4
2016,REAL MADRID,ESPANYOL,2,0
2016,DEPORTIVO,ALAVES,0,1
2016,SEVILLA FC,EIBAR,2,0
2016,REAL SOCIEDAD,VILLARREAL,0,1
2016,VALENCIA,ATHLETIC,2,0
2016,CELTA,OSASUNA,3,0
2016,BARCELONA,LEGANES,2,1
2016,MALAGA,LAS PALMAS,2,1
2016,LAS PALMAS,REAL SOCIEDAD,0,1
2016,ALAVES,VALENCIA,2,1
2016,REAL BETIS,SEVILLA FC,1,2
2016,LEGANES,DEPORTIVO,4,0
2016,EIBAR,MALAGA,3,0
2016,ESPANYOL,OSASUNA,3,0
2016,ATLETICO MADRID,BARCELONA,1,2
2016,ATHLETIC,GRANADA,3,1
2016,GIJON,CELTA,1,1
2016,VILLARREAL,REAL MADRID,2,3
2016,REAL SOCIEDAD,EIBAR,2,2
2016,VALENCIA,LEGANES,1,0
2016,MALAGA,REAL BETIS,1,2
2016,BARCELONA,GIJON,6,1
2016,OSASUNA,VILLARREAL,1,4
2016,REAL MADRID,LAS PALMAS,3,3
2016,GRANADA,ALAVES,2,1
2016,CELTA,ESPANYOL,2,2
2016,DEPORTIVO,ATLETICO MADRID,1,1
2016,SEVILLA FC,ATHLETIC,1,0
2016,REAL BETIS,REAL SOCIEDAD,2,3
2016,LEGANES,GRANADA,1,0
2016,EIBAR,REAL MADRID,1,4
2016,VILLARREAL,ESPANYOL,2,0
2016,BARCELONA,CELTA,5,0
2016,GIJON,DEPORTIVO,0,1
2016,ATLETICO MADRID,VALENCIA,3,0
2016,LAS PALMAS,OSASUNA,5,2
2016,ATHLETIC,MALAGA,1,0
2016,ALAVES,SEVILLA FC,1,1
2016,ESPANYOL,LAS PALMAS,4,3
2016,VALENCIA,GIJON,1,1
2016,SEVILLA FC,LEGANES,1,1
2016,MALAGA,ALAVES,1,2
2016,GRANADA,ATLETICO MADRID,0,1
2016,REAL SOCIEDAD,ATHLETIC,0,2
2016,DEPORTIVO,BARCELONA,2,1
2016,CELTA,VILLARREAL,0,1
2016,REAL MADRID,REAL BETIS,2,1
2016,OSASUNA,EIBAR,1,1
2016,LAS PALMAS,VILLARREAL,1,0
2016,EIBAR,ESPANYOL,1,1
2016,ATHLETIC,REAL MADRID,1,2
2016,ALAVES,REAL SOCIEDAD,1,0
2016,REAL BETIS,OSASUNA,2,0
2016,LEGANES,MALAGA,0,0
2016,ATLETICO MADRID,SEVILLA FC,3,1
2016,DEPORTIVO,CELTA,0,1
2016,GIJON,GRANADA,3,1
2016,BARCELONA,VALENCIA,4,2
2016,ESPANYOL,REAL BETIS,2,1
2016,VILLARREAL,EIBAR,2,3
2016,OSASUNA,ATHLETIC,1,2
2016,REAL SOCIEDAD,LEGANES,1,1
2016,MALAGA,ATLETICO MADRID,0,2
2016,SEVILLA FC,GIJON,0,0
2016,REAL MADRID,ALAVES,3,0
2016,VALENCIA,DEPORTIVO,3,0
2016,GRANADA,BARCELONA,1,4
2016,CELTA,LAS PALMAS,3,1
2016,ATHLETIC,ESPANYOL,2,0
2016,ATLETICO MADRID,REAL SOCIEDAD,1,0
2016,REAL BETIS,VILLARREAL,0,1
2016,BARCELONA,SEVILLA FC,3,0
2016,DEPORTIVO,GRANADA,0,0
2016,GIJON,MALAGA,0,1
2016,ALAVES,OSASUNA,0,1
2016,LEGANES,REAL MADRID,2,4
2016,EIBAR,LAS PALMAS,3,1
2016,VALENCIA,CELTA,3,2
2016,VILLARREAL,ATHLETIC,3,1
2016,ESPANYOL,ALAVES,1,0
2016,REAL MADRID,ATLETICO MADRID,1,1
2016,SEVILLA FC,DEPORTIVO,4,2
2016,MALAGA,BARCELONA,2,0
2016,GRANADA,VALENCIA,1,3
2016,CELTA,EIBAR,0,2
2016,OSASUNA,LEGANES,2,1
2016,LAS PALMAS,REAL BETIS,4,1
2016,REAL SOCIEDAD,GIJON,3,1
2016,ATHLETIC,LAS PALMAS,5,1
2016,DEPORTIVO,MALAGA,2,0
2016,GIJON,REAL MADRID,2,3
2016,ATLETICO MADRID,OSASUNA,3,0
2016,BARCELONA,REAL SOCIEDAD,3,2
2016,LEGANES,ESPANYOL,0,1
2016,VALENCIA,SEVILLA FC,0,0
2016,REAL BETIS,EIBAR,2,0
2016,GRANADA,CELTA,0,3
2016,ALAVES,VILLARREAL,2,1
2016,SEVILLA FC,GRANADA,2,0
2016,MALAGA,VALENCIA,2,0
2016,VILLARREAL,LEGANES,2,1
2016,OSASUNA,GIJON,2,2
2016,ESPANYOL,ATLETICO MADRID,0,1
2016,REAL SOCIEDAD,DEPORTIVO,1,0
2016,CELTA,REAL BETIS,0,1
2016,LAS PALMAS,ALAVES,1,1
2016,REAL MADRID,BARCELONA,2,3
2016,EIBAR,ATHLETIC,0,1
2016,GIJON,ESPANYOL,1,1
2016,GRANADA,MALAGA,0,2
2016,ATLETICO MADRID,VILLARREAL,0,1
2016,BARCELONA,OSASUNA,7,1
2016,VALENCIA,REAL SOCIEDAD,2,3
2016,LEGANES,LAS PALMAS,3,0
2016,DEPORTIVO,REAL MADRID,2,6
2016,ALAVES,EIBAR,0,0
2016,SEVILLA FC,CELTA,2,1
2016,ATHLETIC,REAL BETIS,2,1
2016,VILLARREAL,GIJON,3,1
2016,REAL SOCIEDAD,GRANADA,2,1
2016,REAL MADRID,VALENCIA,2,1
2016,LAS PALMAS,ATLETICO MADRID,0,5
2016,ESPANYOL,BARCELONA,0,3
2016,OSASUNA,DEPORTIVO,2,2
2016,REAL BETIS,ALAVES,1,4
2016,EIBAR,LEGANES,2,0
2016,CELTA,ATHLETIC,0,3
2016,MALAGA,SEVILLA FC,4,2
2016,SEVILLA FC,REAL SOCIEDAD,1,1
2016,GIJON,LAS PALMAS,1,0
2016,ATLETICO MADRID,EIBAR,1,0
2016,BARCELONA,VILLARREAL,4,1
2016,GRANADA,REAL MADRID,0,4
2016,ALAVES,ATHLETIC,1,0
2016,VALENCIA,OSASUNA,4,1
2016,DEPORTIVO,ESPANYOL,1,2
2016,MALAGA,CELTA,3,0
2016,LEGANES,REAL BETIS,4,0
2016,ESPANYOL,VALENCIA,0,1
2016,OSASUNA,GRANADA,2,1
2016,ALAVES,CELTA,3,1
2016,REAL MADRID,SEVILLA FC,4,1
2016,ATHLETIC,LEGANES,1,1
2016,REAL SOCIEDAD,MALAGA,2,2
2016,REAL BETIS,ATLETICO MADRID,1,1
2016,VILLARREAL,DEPORTIVO,0,0
2016,LAS PALMAS,BARCELONA,1,4
2016,EIBAR,GIJON,0,1
2016,GRANADA,ESPANYOL,1,2
2016,GIJON,REAL BETIS,2,2
2016,DEPORTIVO,LAS PALMAS,3,0
2016,LEGANES,ALAVES,1,1
2016,SEVILLA FC,OSASUNA,5,0
2016,ATLETICO MADRID,ATHLETIC,3,1
2016,CELTA,REAL SOCIEDAD,2,2
2016,VALENCIA,VILLARREAL,1,3
2016,BARCELONA,EIBAR,4,2
2016,MALAGA,REAL MADRID,0,2
2017,LEGANES,ALAVES,1,0
2017,VALENCIA,LAS PALMAS,1,0
2017,CELTA,REAL SOCIEDAD,2,3
2017,GIRONA,ATLETICO MADRID,2,2
2017,SEVILLA FC,ESPANYOL,1,1
2017,ATHLETIC,GETAFE,0,0
2017,BARCELONA,REAL BETIS,2,0
2017,DEPORTIVO,REAL MADRID,0,3
2017,LEVANTE,VILLARREAL,1,0
2017,MALAGA,EIBAR,0,1
2017,REAL SOCIEDAD,VILLARREAL,3,0
2017,REAL BETIS,CELTA,2,1
2017,ALAVES,BARCELONA,0,2
2017,LEVANTE,DEPORTIVO,2,2
2017,GIRONA,MALAGA,1,0
2017,LAS PALMAS,ATLETICO MADRID,1,5
2017,ESPANYOL,LEGANES,0,1
2017,EIBAR,ATHLETIC,0,1
2017,GETAFE,SEVILLA FC,0,1
2017,REAL MADRID,VALENCIA,2,2
2017,LEGANES,GETAFE,1,2
2017,REAL MADRID,LEVANTE,1,1
2017,VALENCIA,ATLETICO MADRID,0,0
2017,SEVILLA FC,EIBAR,3,0
2017,BARCELONA,ESPANYOL,5,0
2017,DEPORTIVO,REAL SOCIEDAD,2,4
2017,ATHLETIC,GIRONA,2,0
2017,CELTA,ALAVES,1,0
2017,VILLARREAL,REAL BETIS,3,1
2017,MALAGA,LAS PALMAS,1,3
2017,EIBAR,LEGANES,1,0
2017,LEVANTE,VALENCIA,1,1
2017,GETAFE,BARCELONA,1,2
2017,REAL BETIS,DEPORTIVO,2,1
2017,ATLETICO MADRID,MALAGA,1,0
2017,ALAVES,VILLARREAL,0,3
2017,GIRONA,SEVILLA FC,0,1
2017,LAS PALMAS,ATHLETIC,1,0
2017,REAL SOCIEDAD,REAL MADRID,1,3
2017,ESPANYOL,CELTA,2,1
2017,VALENCIA,MALAGA,5,0
2017,BARCELONA,EIBAR,6,1
2017,ATHLETIC,ATLETICO MADRID,1,2
2017,LEGANES,GIRONA,0,0
2017,DEPORTIVO,ALAVES,1,0
2017,REAL MADRID,REAL BETIS,0,1
2017,SEVILLA FC,LAS PALMAS,1,0
2017,VILLARREAL,ESPANYOL,0,0
2017,CELTA,GETAFE,1,1
2017,LEVANTE,REAL SOCIEDAD,3,0
2017,ATLETICO MADRID,SEVILLA FC,2,0
2017,ALAVES,REAL MADRID,1,2
2017,MALAGA,ATHLETIC,3,3
2017,GIRONA,BARCELONA,0,3
2017,ESPANYOL,DEPORTIVO,4,1
2017,GETAFE,VILLARREAL,4,0
2017,LAS PALMAS,LEGANES,0,2
2017,EIBAR,CELTA,0,4
2017,REAL SOCIEDAD,VALENCIA,2,3
2017,REAL BETIS,LEVANTE,4,0
2017,CELTA,GIRONA,3,3
2017,DEPORTIVO,GETAFE,2,1
2017,SEVILLA FC,MALAGA,2,0
2017,LEVANTE,ALAVES,0,2
2017,LEGANES,ATLETICO MADRID,0,0
2017,REAL SOCIEDAD,REAL BETIS,4,4
2017,BARCELONA,LAS PALMAS,3,0
2017,VILLARREAL,EIBAR,3,0
2017,VALENCIA,ATHLETIC,3,2
2017,REAL MADRID,ESPANYOL,2,0
2017,ESPANYOL,LEVANTE,0,0
2017,ATHLETIC,SEVILLA FC,1,0
2017,GETAFE,REAL MADRID,1,2
2017,ALAVES,REAL SOCIEDAD,0,2
2017,ATLETICO MADRID,BARCELONA,1,1
2017,EIBAR,DEPORTIVO,0,0
2017,GIRONA,VILLARREAL,1,2
2017,MALAGA,LEGANES,0,2
2017,REAL BETIS,VALENCIA,3,6
2017,LAS PALMAS,CELTA,2,5
2017,LEVANTE,GETAFE,1,1
2017,REAL BETIS,ALAVES,2,0
2017,VALENCIA,SEVILLA FC,4,0
2017,BARCELONA,MALAGA,2,0
2017,VILLARREAL,LAS PALMAS,4,0
2017,CELTA,ATLETICO MADRID,0,1
2017,LEGANES,ATHLETIC,1,0
2017,REAL MADRID,EIBAR,3,0
2017,REAL SOCIEDAD,ESPANYOL,1,1
2017,DEPORTIVO,GIRONA,1,2
2017,ALAVES,VALENCIA,1,2
2017,ATLETICO MADRID,VILLARREAL,1,1
2017,ATHLETIC,BARCELONA,0,2
2017,SEVILLA FC,LEGANES,2,1
2017,GETAFE,REAL SOCIEDAD,2,1
2017,GIRONA,REAL MADRID,2,1
2017,EIBAR,LEVANTE,2,2
2017,MALAGA,CELTA,2,1
2017,ESPANYOL,REAL BETIS,1,0
2017,LAS PALMAS,DEPORTIVO,1,3
2017,REAL BETIS,GETAFE,2,2
2017,VALENCIA,LEGANES,3,0
2017,DEPORTIVO,ATLETICO MADRID,0,1
2017,ALAVES,ESPANYOL,1,0
2017,BARCELONA,SEVILLA FC,2,1
2017,LEVANTE,GIRONA,1,2
2017,CELTA,ATHLETIC,3,1
2017,REAL SOCIEDAD,EIBAR,3,1
2017,VILLARREAL,MALAGA,2,0
2017,REAL MADRID,LAS PALMAS,3,0
2017,GIRONA,REAL SOCIEDAD,1,1
2017,GETAFE,ALAVES,4,1
2017,LEGANES,BARCELONA,0,3
2017,SEVILLA FC,CELTA,2,1
2017,ATLETICO MADRID,REAL MADRID,0,0
2017,MALAGA,DEPORTIVO,3,2
2017,ESPANYOL,VALENCIA,0,2
2017,LAS PALMAS,LEVANTE,0,2
2017,ATHLETIC,VILLARREAL,1,1
2017,EIBAR,REAL BETIS,5,0
2017,CELTA,LEGANES,1,0
2017,ALAVES,EIBAR,1,2
2017,REAL MADRID,MALAGA,3,2
2017,REAL BETIS,GIRONA,2,2
2017,LEVANTE,ATLETICO MADRID,0,5
2017,DEPORTIVO,ATHLETIC,2,2
2017,REAL SOCIEDAD,LAS PALMAS,2,2
2017,VILLARREAL,SEVILLA FC,2,3
2017,VALENCIA,BARCELONA,1,1
2017,ESPANYOL,GETAFE,1,0
2017,MALAGA,LEVANTE,0,0
2017,BARCELONA,CELTA,2,2
2017,ATLETICO MADRID,REAL SOCIEDAD,2,1
2017,SEVILLA FC,DEPORTIVO,2,0
2017,ATHLETIC,REAL MADRID,0,0
2017,LEGANES,VILLARREAL,3,1
2017,GETAFE,VALENCIA,1,0
2017,EIBAR,ESPANYOL,3,1
2017,LAS PALMAS,REAL BETIS,1,0
2017,GIRONA,ALAVES,2,3
2017,ALAVES,LAS PALMAS,2,0
2017,GETAFE,EIBAR,0,0
2017,REAL MADRID,SEVILLA FC,5,0
2017,DEPORTIVO,LEGANES,1,0
2017,VALENCIA,CELTA,2,1
2017,REAL SOCIEDAD,MALAGA,0,2
2017,REAL BETIS,ATLETICO MADRID,0,1
2017,LEVANTE,ATHLETIC,1,2
2017,VILLARREAL,BARCELONA,0,2
2017,ESPANYOL,GIRONA,0,1
2017,SEVILLA FC,LEVANTE,0,0
2017,ATHLETIC,REAL SOCIEDAD,0,0
2017,EIBAR,VALENCIA,2,1
2017,ATLETICO MADRID,ALAVES,1,0
2017,GIRONA,GETAFE,1,0
2017,CELTA,VILLARREAL,0,1
2017,LAS PALMAS,ESPANYOL,2,2
2017,BARCELONA,DEPORTIVO,4,0
2017,MALAGA,REAL BETIS,0,2
2017,LEGANES,REAL MADRID,1,3
2017,LEVANTE,LEGANES,0,0
2017,GETAFE,LAS PALMAS,2,0
2017,REAL SOCIEDAD,SEVILLA FC,3,1
2017,EIBAR,GIRONA,4,1
2017,ALAVES,MALAGA,1,0
2017,REAL BETIS,ATHLETIC,0,2
2017,ESPANYOL,ATLETICO MADRID,1,0
2017,REAL MADRID,BARCELONA,0,3
2017,VALENCIA,VILLARREAL,0,1
2017,DEPORTIVO,CELTA,1,3
2017,ATLETICO MADRID,GETAFE,2,0
2017,VALENCIA,GIRONA,2,1
2017,LAS PALMAS,EIBAR,1,2
2017,SEVILLA FC,REAL BETIS,3,5
2017,LEGANES,REAL SOCIEDAD,1,0
2017,BARCELONA,LEVANTE,3,0
2017,VILLARREAL,DEPORTIVO,1,1
2017,ATHLETIC,ALAVES,2,0
2017,CELTA,REAL MADRID,2,2
2017,MALAGA,ESPANYOL,0,1
2017,GETAFE,MALAGA,1,0
2017,GIRONA,LAS PALMAS,6,0
2017,REAL MADRID,VILLARREAL,0,1
2017,EIBAR,ATLETICO MADRID,0,1
2017,DEPORTIVO,VALENCIA,1,2
2017,LEVANTE,CELTA,0,1
2017,ALAVES,SEVILLA FC,1,0
2017,ESPANYOL,ATHLETIC,1,1
2017,REAL SOCIEDAD,BARCELONA,2,4
2017,REAL BETIS,LEGANES,3,2
2017,GETAFE,ATHLETIC,2,2
2017,ESPANYOL,SEVILLA FC,0,3
2017,ATLETICO MADRID,GIRONA,1,1
2017,VILLARREAL,LEVANTE,2,1
2017,LAS PALMAS,VALENCIA,2,1
2017,ALAVES,LEGANES,2,2
2017,REAL MADRID,DEPORTIVO,7,1
2017,REAL SOCIEDAD,CELTA,1,2
2017,REAL BETIS,BARCELONA,0,5
2017,EIBAR,MALAGA,1,1
2017,ATHLETIC,EIBAR,1,1
2017,DEPORTIVO,LEVANTE,2,2
2017,VALENCIA,REAL MADRID,1,4
2017,MALAGA,GIRONA,0,0
2017,VILLARREAL,REAL SOCIEDAD,4,2
2017,LEGANES,ESPANYOL,3,2
2017,ATLETICO MADRID,LAS PALMAS,3,0
2017,SEVILLA FC,GETAFE,1,1
2017,BARCELONA,ALAVES,2,1
2017,CELTA,REAL BETIS,3,2
2017,REAL SOCIEDAD,DEPORTIVO,5,0
2017,EIBAR,SEVILLA FC,5,1
2017,REAL BETIS,VILLARREAL,2,1
2017,ALAVES,CELTA,2,1
2017,LEVANTE,REAL MADRID,2,2
2017,GETAFE,LEGANES,0,0
2017,ESPANYOL,BARCELONA,1,1
2017,GIRONA,ATHLETIC,2,0
2017,ATLETICO MADRID,VALENCIA,1,0
2017,LAS PALMAS,MALAGA,1,0
2017,ATHLETIC,LAS PALMAS,0,0
2017,VILLARREAL,ALAVES,1,2
2017,MALAGA,ATLETICO MADRID,0,1
2017,LEGANES,EIBAR,0,1
2017,REAL MADRID,REAL SOCIEDAD,5,2
2017,SEVILLA FC,GIRONA,1,0
2017,BARCELONA,GETAFE,0,0
2017,CELTA,ESPANYOL,2,2
2017,VALENCIA,LEVANTE,3,1
2017,DEPORTIVO,REAL BETIS,0,1
2017,GIRONA,LEGANES,3,0
2017,LAS PALMAS,SEVILLA FC,1,2
2017,EIBAR,BARCELONA,0,2
2017,ALAVES,DEPORTIVO,1,0
2017,MALAGA,VALENCIA,1,2
2017,REAL SOCIEDAD,LEVANTE,3,0
2017,ATLETICO MADRID,ATHLETIC,2,0
2017,ESPANYOL,VILLARREAL,1,1
2017,REAL BETIS,REAL MADRID,3,5
2017,GETAFE,CELTA,3,0
2017,DEPORTIVO,ESPANYOL,0,0
2017,CELTA,EIBAR,2,0
2017,REAL MADRID,ALAVES,4,0
2017,LEGANES,LAS PALMAS,0,0
2017,BARCELONA,GIRONA,6,1
2017,VILLARREAL,GETAFE,1,0
2017,ATHLETIC,MALAGA,2,1
2017,VALENCIA,REAL SOCIEDAD,2,1
2017,SEVILLA FC,ATLETICO MADRID,2,5
2017,LEVANTE,REAL BETIS,0,2
2017,ESPANYOL,REAL MADRID,1,0
2017,GIRONA,CELTA,1,0
2017,MALAGA,SEVILLA FC,0,1
2017,ATHLETIC,VALENCIA,1,1
2017,GETAFE,DEPORTIVO,3,0
2017,ATLETICO MADRID,LEGANES,4,0
2017,EIBAR,VILLARREAL,1,0
2017,REAL BETIS,REAL SOCIEDAD,0,0
2017,LAS PALMAS,BARCELONA,1,1
2017,ALAVES,LEVANTE,1,0
2017,VILLARREAL,GIRONA,0,2
2017,SEVILLA FC,ATHLETIC,2,0
2017,DEPORTIVO,EIBAR,1,1
2017,LEGANES,MALAGA,2,0
2017,REAL MADRID,GETAFE,3,1
2017,LEVANTE,ESPANYOL,1,1
2017,BARCELONA,ATLETICO MADRID,1,0
2017,REAL SOCIEDAD,ALAVES,2,1
2017,VALENCIA,REAL BETIS,2,0
2017,CELTA,LAS PALMAS,2,1
2017,GIRONA,DEPORTIVO,2,0
2017,EIBAR,REAL MADRID,1,2
2017,SEVILLA FC,VALENCIA,0,2
2017,GETAFE,LEVANTE,0,1
2017,MALAGA,BARCELONA,0,2
2017,ESPANYOL,REAL SOCIEDAD,2,1
2017,ATLETICO MADRID,CELTA,3,0
2017,LAS PALMAS,VILLARREAL,0,2
2017,ATHLETIC,LEGANES,2,0
2017,ALAVES,REAL BETIS,1,3
2017,LEVANTE,EIBAR,2,1
2017,DEPORTIVO,LAS PALMAS,1,1
2017,VALENCIA,ALAVES,3,1
2017,REAL SOCIEDAD,GETAFE,1,2
2017,REAL BETIS,ESPANYOL,3,0
2017,LEGANES,SEVILLA FC,2,1
2017,BARCELONA,ATHLETIC,2,0
2017,CELTA,MALAGA,0,0
2017,VILLARREAL,ATLETICO MADRID,2,1
2017,REAL MADRID,GIRONA,6,3
2017,GIRONA,LEVANTE,1,1
2017,ATHLETIC,CELTA,1,1
2017,LAS PALMAS,REAL MADRID,0,3
2017,SEVILLA FC,BARCELONA,2,2
2017,ESPANYOL,ALAVES,0,0
2017,LEGANES,VALENCIA,0,1
2017,EIBAR,REAL SOCIEDAD,0,0
2017,MALAGA,VILLARREAL,1,0
2017,ATLETICO MADRID,DEPORTIVO,1,0
2017,GETAFE,REAL BETIS,0,1
2017,DEPORTIVO,MALAGA,3,2
2017,ALAVES,GETAFE,2,0
2017,CELTA,SEVILLA FC,4,0
2017,REAL BETIS,EIBAR,2,0
2017,BARCELONA,LEGANES,3,1
2017,LEVANTE,LAS PALMAS,2,1
2017,REAL MADRID,ATLETICO MADRID,1,1
2017,REAL SOCIEDAD,GIRONA,5,0
2017,VALENCIA,ESPANYOL,1,0
2017,VILLARREAL,ATHLETIC,1,3
2017,GIRONA,REAL BETIS,0,1
2017,SEVILLA FC,VILLARREAL,2,2
2017,BARCELONA,VALENCIA,2,1
2017,LAS PALMAS,REAL SOCIEDAD,0,1
2017,LEGANES,CELTA,1,0
2017,ATHLETIC,DEPORTIVO,2,3
2017,EIBAR,ALAVES,0,1
2017,ATLETICO MADRID,LEVANTE,3,0
2017,GETAFE,ESPANYOL,1,0
2017,MALAGA,REAL MADRID,1,2
2017,DEPORTIVO,SEVILLA FC,0,0
2017,CELTA,BARCELONA,2,2
2017,VILLARREAL,LEGANES,2,1
2017,ESPANYOL,EIBAR,0,1
2017,VALENCIA,GETAFE,1,2
2017,REAL MADRID,ATHLETIC,1,1
2017,ALAVES,GIRONA,1,2
2017,REAL SOCIEDAD,ATLETICO MADRID,3,0
2017,REAL BETIS,LAS PALMAS,1,0
2017,LEVANTE,MALAGA,1,0
2017,LEGANES,DEPORTIVO,0,0
2017,EIBAR,GETAFE,0,1
2017,CELTA,VALENCIA,1,1
2017,GIRONA,ESPANYOL,0,2
2017,MALAGA,REAL SOCIEDAD,2,0
2017,LAS PALMAS,ALAVES,0,4
2017,ATLETICO MADRID,REAL BETIS,0,0
2017,ATHLETIC,LEVANTE,1,3
2017,BARCELONA,VILLARREAL,5,1
2017,SEVILLA FC,REAL MADRID,3,2
2017,LEVANTE,SEVILLA FC,2,1
2017,ESPANYOL,LAS PALMAS,1,1
2017,REAL SOCIEDAD,ATHLETIC,3,1
2017,REAL MADRID,LEGANES,2,1
2017,VILLARREAL,CELTA,4,1
2017,GETAFE,GIRONA,1,1
2017,ALAVES,ATLETICO MADRID,0,1
